"year","month","day","PM2.5","SO2","NO2","CO","O3","TEMP","PRES","DEWP","RAIN","WSPM","season"
2013,3,1,5.08333333333333,16.0416666666667,15.3333333333333,387.5,77.7916666666667,0.8125,1023.85833333333,-19.5833333333333,0,2.13333333333333,"Spring"
2013,3,2,33.3333333333333,41.695652173913,60.7826086956522,969.565217391304,28.6521739130435,-0.395833333333333,1023.72916666667,-16.1166666666667,0,0.929166666666667,"Spring"
2013,3,3,57.5416666666667,37.875,58.7916666666667,1254,31.3333333333333,5.32916666666667,1011.3125,-12.9958333333333,0,1.3625,"Spring"
2013,3,4,20.7916666666667,22.375,30.25,583.333333333333,66.4583333333333,9.2375,1014.40416666667,-13.4666666666667,0,2.38333333333333,"Spring"
2013,3,5,106.958333333333,50.7083333333333,75.2916666666667,1641.33333333333,88.75,6.4625,1007.79583333333,-9,0,0.766666666666667,"Spring"
2013,3,6,235.291666666667,99.2608695652174,121.739130434783,3169.17391304348,68.2083333333333,7.34583333333333,1004.34583333333,-4.76666666666667,0,1.04166666666667,"Spring"
2013,3,7,200.666666666667,81.9583333333333,129.25,3257.91666666667,41,9.2375,999.229166666667,-3.89583333333333,0,1.00833333333333,"Spring"
2013,3,8,182.375,58.4752,90.5011416666667,2547.52173913043,82.2083333333333,12.0375,996.154166666667,-2.87083333333333,0,2.10416666666667,"Spring"
2013,3,9,58.25,28.25,32.375,937.416666666667,102.25,7.1125,1001.66666666667,-11.3791666666667,0,3.29166666666667,"Spring"
2013,3,10,30.25,20.75,34.2916666666667,604.347826086957,97.2916666666667,7.29166666666667,1017.01666666667,-16.7166666666667,0,2.34583333333333,"Spring"
2013,3,11,123.958333333333,79.125,84.8333333333333,1716.41666666667,88.5833333333333,5.3625,1010.50833333333,-8.42083333333333,0,1.25833333333333,"Spring"
2013,3,12,137.833333333333,42.4583333333333,80.9166666666667,1816.375,35.875,5.1875,1005.90833333333,-0.658333333333333,0.0875,1.20833333333333,"Spring"
2013,3,13,13.25,12.9166666666667,25,437.5,85.0833333333333,4.74166666666667,1019.39583333333,-13.3208333333333,0,2.12916666666667,"Spring"
2013,3,14,109,47.2083333333333,74.625,1491.04347826087,81.125,3.4875,1018.3125,-4.69166666666667,0,1.5,"Spring"
2013,3,15,183.291666666667,65.9583333333333,86.6666666666667,1866.41666666667,58.2916666666667,5.66666666666667,1011.35833333333,-2.44583333333333,0,0.9375,"Spring"
2013,3,16,229.166666666667,62.375,92.125,2437.25,92.1666666666667,8.87083333333333,1013.54166666667,-0.3625,0,1.4875,"Spring"
2013,3,17,276.416666666667,70.6666666666667,109.916666666667,2520.5,97.1666666666667,9.525,998.854166666667,1.63333333333333,0,1.04166666666667,"Spring"
2013,3,18,39.875,9.20833333333333,21.7916666666667,513.04347826087,80.4166666666667,8.67083333333333,998.233333333333,-11.4416666666667,0,3.69166666666667,"Spring"
2013,3,19,36.2916666666667,5,28.1666666666667,620.833333333333,37.4583333333333,1.23333333333333,1005.9625,-0.779166666666667,0.375,1.4,"Spring"
2013,3,20,32.375,7.58333333333333,28.1666666666667,675,57.5416666666667,1.3875,1013.85,-4.63333333333333,0.5,1.275,"Spring"
2013,3,21,123.5,18.5833333333333,63.2916666666667,1382.39130434783,25.9130434782609,3.15833333333333,1001.90833333333,-2.275,0,0.983333333333333,"Spring"
2013,3,22,67.7916666666667,14.4583333333333,44,969.565217391304,54.7826086956522,6.7875,1008.22916666667,-7.575,0,2.275,"Spring"
2013,3,23,48.4166666666667,16.9166666666667,42.625,1091.58333333333,37.625,4.04583333333333,1005.68333333333,-7.52916666666667,0,2.475,"Spring"
2013,3,24,18.2083333333333,5.375,24.0416666666667,500,62.7265416666667,4.82916666666667,1013.03333333333,-14.5583333333333,0,1.975,"Spring"
2013,3,25,97.7083333333333,28.75,67.9583333333333,1662.125,31.9004916666667,4.675,1012.12916666667,-6.85,0,1.40416666666667,"Spring"
2013,3,26,188.416666666667,41.5,92.2083333333333,2004.36363636364,23.8134260869565,6.33333333333333,1004.37083333333,-3.35416666666667,0,1,"Spring"
2013,3,27,110.458333333333,16.5833333333333,45.1666666666667,1304.21739130435,49.2812916666667,10.1125,1002.20416666667,-7.30416666666667,0,2.64583333333333,"Spring"
