"year","month","day","PM2.5","SO2","NO2","CO","O3","TEMP","PRES","DEWP","RAIN","WSPM","season"
2013,3,1,7.125,11.7083333333333,22.5833333333333,429.166666666667,63.875,1.39166666666667,1026.875,-18.7458333333333,0,3.25416666666667,"Spring"
2013,3,2,30.75,36.625,66.6666666666667,824.916666666667,29.75,0.616666666666667,1026.85,-15.9375,0,1.47916666666667,"Spring"
2013,3,3,76.9166666666667,61.2916666666667,81,1620.625,19.125,5.56666666666667,1014.60833333333,-12.3166666666667,0,1.65833333333333,"Spring"
2013,3,4,22.7083333333333,22.8695652173913,46.9565217391304,617.391304347826,53.75,9.9625,1017.65,-11.6833333333333,0,2.40416666666667,"Spring"
2013,3,5,148.875,93.875,132.833333333333,2357.95833333333,68.4583333333333,6.29166666666667,1010.9,-7.525,0,1.12916666666667,"Spring"
2013,3,6,223.25,116.2367,142.059383333333,3108.34782608696,19.75,7.18333333333333,1007.48333333333,-4.21666666666667,0,1.48333333333333,"Spring"
2013,3,7,263.375,97.5416666666667,147.75,3632.875,38.8333333333333,9.2875,1002.32083333333,-2.03333333333333,0,1.55833333333333,"Spring"
2013,3,8,221.458333333333,68.5630260869565,118.835952173913,2581.45454545455,79.3333333333333,9.6125,999.475,-1.15,0,1.6375,"Spring"
2013,3,9,62.0416666666667,33.3333333333333,45,1178.95833333333,73.9166666666667,6.98333333333333,1004.39166666667,-10.1625,0,3.39166666666667,"Spring"
2013,3,10,34.2916666666667,22.9166666666667,49.6666666666667,708.333333333333,82.6666666666667,5.2625,1020.49166666667,-12.85,0,2.44166666666667,"Spring"
2013,3,11,123.791666666667,86.875,90.6666666666667,1670.75,75.25,5.5375,1013.6625,-6.62083333333333,0,1.56666666666667,"Spring"
2013,3,12,122.791666666667,27.5,72.875,1634.69565217391,36.5833333333333,4.6,1008.80833333333,1.35,0.120833333333333,1.08333333333333,"Spring"
2013,3,13,16.0416666666667,16.25,36.0833333333333,504.166666666667,71.875,4.92916666666667,1022.475,-10.05,0,2.32916666666667,"Spring"
2013,3,14,95.1666666666667,51.9166666666667,70.375,1337.29166666667,68.9166666666667,3.81666666666667,1021.4,-3.5875,0,1.95416666666667,"Spring"
2013,3,15,212.291666666667,75.5833333333333,99.4166666666667,2116.5,44.2083333333333,6.4,1014.5,-1.06666666666667,0,1.42083333333333,"Spring"
2013,3,16,244.875,70.125,90.375,2173.60869565217,66.6666666666667,9.52916666666667,1016.85416666667,0.883333333333333,0,1.69583333333333,"Spring"
2013,3,17,284.541666666667,73.6666666666667,113.875,2558,96.5416666666667,10.0083333333333,1001.9375,3.14583333333333,0,1.14583333333333,"Spring"
2013,3,18,70.6666666666667,19.625,46.1666666666667,866.583333333333,89.0416666666667,8.38333333333333,1001.22083333333,-9.40416666666667,0.00416666666666667,3.6375,"Spring"
2013,3,19,41,16.5,49.1666666666667,800,19.7272727272727,2.06666666666667,1008.89166666667,-1.32916666666667,0.375,1.91666666666667,"Spring"
2013,3,20,48.9166666666667,12.5,41.5416666666667,920.833333333333,32.0833333333333,1.52083333333333,1017.12083333333,-2.82083333333333,0.3125,2.05833333333333,"Spring"
2013,3,21,148.958333333333,21.6666666666667,85.75,1454.04166666667,11.875,3.5875,1004.925,-1.425,0,1.65,"Spring"
2013,3,22,90.4166666666667,26.0416666666667,70.375,979.125,33.9166666666667,6.30416666666667,1011.55833333333,-4.5375,0,2.55,"Spring"
2013,3,23,52.75,29.7083333333333,57.625,1399.66666666667,29.3478260869565,4.77083333333333,1008.50416666667,-6.29166666666667,0,2.4125,"Spring"
2013,3,25,102.25,52.5,87.25,1199.875,38.6882,5.15,1015.3,-5.375,0,1.91666666666667,"Spring"
2013,3,26,187.458333333333,75.0833333333333,106.291666666667,1745.09090909091,12.4563391304348,6.8,1007.56666666667,-0.795833333333333,0,1.6625,"Spring"
2013,3,27,91.625,20.7058823529412,42.9583333333333,868.090909090909,43.1567565217391,10.8791666666667,1005.15833333333,-4.57083333333333,0,2.84583333333333,"Spring"
2013,3,28,28.3333333333333,12.6666666666667,39.8333333333333,595.791666666667,57.9166666666667,7.87916666666667,1015.56666666667,-10.2416666666667,0,2.225,"Spring"
2013,3,29,87.875,47.1666666666667,88.5,1563.36363636364,16.918975,6.20833333333333,1016.27916666667,-5.3,0,1.57083333333333,"Spring"
2013,3,30,79.5416666666667,62.0833333333333,68.2083333333333,1666.45833333333,33.6666666666667,6.45,1016.82083333333,-2.52916666666667,0,1.7375,"Spring"
2013,3,31,174.25,14.625,72.6666666666667,1333,3,5.57083333333333,1013.11666666667,2.475,0,1.49583333333333,"Spring"
2013,4,1,94.9166666666667,17.125,39.0833333333333,1208.16666666667,51.0416666666667,10.4583333333333,1011.70416666667,-4.6875,0,3.07083333333333,"Spring"
2013,4,2,99.5833333333333,40,68.9583333333333,1282.47826086957,53.3359416666667,10.0375,1011.40833333333,-1.49583333333333,0,1.91666666666667,"Spring"
2013,4,3,124.166666666667,50.75,87.7083333333333,1454.04166666667,46,11.9166666666667,1006.75416666667,0.0291666666666667,0,1.82916666666667,"Spring"
2013,4,4,66.6666666666667,62.125,84.5833333333333,2264.86956521739,19.8260869565217,7.75833333333333,1009.12083333333,-0.0916666666666667,0.341666666666667,1.55416666666667,"Spring"
2013,4,5,54.6666666666667,12.0416666666667,41.0833333333333,1179.04166666667,37.2916666666667,8.52083333333333,1013.28333333333,-0.5125,0.1,2.44583333333333,"Spring"
2013,4,6,11,7.70833333333333,27.0416666666667,458.333333333333,58.7916666666667,8.55833333333333,1010.8375,-6.8625,0,1.86666666666667,"Spring"
2013,4,7,79.25,41.6666666666667,71.875,1254.08333333333,32.7083333333333,8.84583333333333,1002.39583333333,-0.608333333333333,0,1.67083333333333,"Spring"
2013,4,8,25.8333333333333,7.625,21.375,450,67.5416666666667,9.02083333333333,1007.19583333333,-10.9041666666667,0,4.725,"Spring"
2013,4,9,11.7916666666667,5.70833333333333,14.4166666666667,408.333333333333,76.4583333333333,8.05,1014.60416666667,-9.12916666666667,0,3.9625,"Spring"
2013,4,10,12.75,6.58333333333333,32.4583333333333,500,57.3203583333333,7.775,1014.03333333333,-8.325,0,2.59583333333333,"Spring"
2013,4,11,22.9166666666667,10.6368666666667,61.5259416666667,754.545454545455,39.7641833333333,9.7875,1012.80833333333,-7.93333333333333,0,2.14583333333333,"Spring"
2013,4,12,53.8333333333333,23.4818333333333,87.8035458333333,827.272727272727,26.3485333333333,14.7375,1006.7875,-2.19583333333333,0,1.99166666666667,"Spring"
2013,4,13,61.5833333333333,27.2083333333333,53.5,754.166666666667,40.9583333333333,17.3791666666667,999.095833333333,0.133333333333333,0,3.075,"Spring"
2013,4,14,34.875,13.875,41.5,637.5,58.9583333333333,11.9375,1004.55416666667,-2.82916666666667,0,2.39583333333333,"Spring"
2013,4,15,74.7083333333333,50.5416666666667,74.2916666666667,1399.83333333333,44.5416666666667,12.7208333333333,997.729166666667,1.36666666666667,0,1.77916666666667,"Spring"
2013,4,16,57.0416666666667,33.3333333333333,44.8421052631579,979.083333333333,56.85,14.5291666666667,1001.20833333333,0.5875,0,2.38333333333333,"Spring"
2013,4,17,47.9583333333333,20.875,52.7083333333333,683.333333333333,57.2916666666667,12.3583333333333,1005.9125,-1.09583333333333,0,2.09583333333333,"Spring"
2013,4,18,11.0416666666667,4.4285,28.932125,352.173913043478,68.3004090909091,11.0208333333333,1017.20416666667,-11.6166666666667,0,2.52083333333333,"Spring"
2013,4,19,49.5833333333333,20.7083333333333,56.4166666666667,758.333333333333,36.2916666666667,6.19583333333333,1018.65833333333,-1.24583333333333,0.0125,2.70416666666667,"Spring"
2013,4,20,69.5833333333333,11.125,55.125,691.666666666667,45.9166666666667,8.92083333333333,1015.35833333333,0.7625,0,2.07916666666667,"Spring"
2013,4,21,127.041666666667,28.9577,71.17055,1061.05555555556,19,11.8708333333333,1012.3625,3.29583333333333,0,2.29166666666667,"Spring"
2013,4,22,172.708333333333,46.6123333333333,66.9208291666667,1173.86956521739,27,12.2833333333333,1008.33333333333,6.23333333333333,0,1.7,"Spring"
2013,4,23,183.833333333333,28.0833333333333,62.25,1195.75,16,11.7875,1005.7,7.67083333333333,0,1.35833333333333,"Spring"
2013,4,24,89.0416666666667,14.7916666666667,39.5833333333333,887.458333333333,36.7916666666667,15.3583333333333,1005.20416666667,2.25833333333333,0,1.92916666666667,"Spring"
2013,4,25,12.1666666666667,5.70833333333333,39.2083333333333,425,50.5,14.9125,1007.47916666667,-3.28333333333333,0,2.3,"Spring"
2013,4,26,65.125,35.8260869565217,78.5217391304348,1030.39130434783,42.2173913043478,16.1875,1004.45,2.20416666666667,0,1.34166666666667,"Spring"
2013,4,27,64.5,46.1857043478261,67.1529217391304,970.588235294118,76.2474260869565,17.8041666666667,1005.23333333333,3.7125,0,1.4375,"Spring"
2013,4,28,71.9583333333333,55,60.2916666666667,1616.45833333333,74.1666666666667,16.2541666666667,1004.77083333333,4.39166666666667,0,1.2875,"Spring"
2013,4,29,14.625,6.91666666666667,24.125,358.823529411765,79.7366416666667,20.1166666666667,1006.45,-2.975,0,2.25416666666667,"Spring"
2013,4,30,17.7916666666667,7.5,43.5,379.166666666667,65.0416666666667,20.7166666666667,1008.27083333333,-3.4625,0,1.58333333333333,"Spring"
